"model","chunk_words","overlap_words","k","split","question_id","question","expected_pages","evidence_hit","page_hit","first_evidence_rank","first_page_rank","reciprocal_rank","embedding_dimension","model_context_tokens","index_chunks","document_embedding_seconds","query_embedding_seconds","retrieval_ms_per_question"
"all-minilm","400","0","10","development","Q021","Why can a purely formal evaluation of the entropy inequality yield an unreliable porous-material model?","375","False","True","","3","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","False","True","3","1","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","3","1","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","3","1","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q022","Which constituent-compressibility combinations require separate entropy-inequality treatments in a binary porous medium?","377","True","True","3","1","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","False","False","3","3","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q023","Why must the saturation-constraint multiplier be determined constitutively in the compressible binary porous model?","380","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","False","False","2","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q024","What constituent assumptions define the first-type hybrid binary model considered for thermoelastic porous solids?","390","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","False","False","3","3","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q025","Which developments provided successful constitutive descriptions of finite elastic distortions?","390","True","True","3","3","0.3333333333333333","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","False","False","4","4","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","False","False","4","4","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","True","True","4","4","0.25","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q026","Why is a separate history tensor introduced for hardening rather than using plastic strain alone?","405","True","True","4","4","0.25","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","False","False","2","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q027","Why do granular and brittle skeletons require different plasticity models from metals?","407,408","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q028","What practical advantage does the proposed single-surface yield condition have over a cap model?","410","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q029","How does the information needed for elastic response differ from that needed for plastic response in porous media?","407","False","False","10","10","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q029","How does the information needed for elastic response differ from that needed for plastic response in porous media?","407","False","False","10","10","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q029","How does the information needed for elastic response differ from that needed for plastic response in porous media?","407","False","False","10","10","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q029","How does the information needed for elastic response differ from that needed for plastic response in porous media?","407","True","True","10","10","0.1","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q030","What four ingredients form the classical plasticity framework described for porous skeletons?","407","False","False","9","9","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q030","What four ingredients form the classical plasticity framework described for porous skeletons?","407","False","False","9","9","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q030","What four ingredients form the classical plasticity framework described for porous skeletons?","407","False","False","9","9","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q030","What four ingredients form the classical plasticity framework described for porous skeletons?","407","True","True","9","9","0.1111111111111111","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q031","Which Mohr-Coulomb parameter can be used to describe the hardening process?","411","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q031","Which Mohr-Coulomb parameter can be used to describe the hardening process?","411","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q031","Which Mohr-Coulomb parameter can be used to describe the hardening process?","411","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q031","Which Mohr-Coulomb parameter can be used to describe the hardening process?","411","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q032","Why is a plastic-potential flow rule common in geomechanical software despite its drawbacks?","414","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q032","Why is a plastic-potential flow rule common in geomechanical software despite its drawbacks?","414","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q032","Why is a plastic-potential flow rule common in geomechanical software despite its drawbacks?","414","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q032","Why is a plastic-potential flow rule common in geomechanical software despite its drawbacks?","414","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q033","What transport processes follow the constitutive relation for an incompressible viscous fluid in a rigid porous solid?","418","False","False","","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q033","What transport processes follow the constitutive relation for an incompressible viscous fluid in a rigid porous solid?","418","False","False","","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q033","What transport processes follow the constitutive relation for an incompressible viscous fluid in a rigid porous solid?","418","False","False","","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q033","What transport processes follow the constitutive relation for an incompressible viscous fluid in a rigid porous solid?","418","False","True","","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q034","How should capillary and friction forces enter the local momentum balance of a saturated porous medium?","428,429","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q034","How should capillary and friction forces enter the local momentum balance of a saturated porous medium?","428,429","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q034","How should capillary and friction forces enter the local momentum balance of a saturated porous medium?","428,429","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q034","How should capillary and friction forces enter the local momentum balance of a saturated porous medium?","428,429","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q035","What relation between phase velocity and pressure gradient yields Fick's first diffusion law for an ideal gas?","428","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q035","What relation between phase velocity and pressure gradient yields Fick's first diffusion law for an ideal gas?","428","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q035","What relation between phase velocity and pressure gradient yields Fick's first diffusion law for an ideal gas?","428","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q035","What relation between phase velocity and pressure gradient yields Fick's first diffusion law for an ideal gas?","428","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q036","What is the standard approach to model the poroelastic material?","430","False","False","5","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q036","What is the standard approach to model the poroelastic material?","430","False","True","5","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q036","What is the standard approach to model the poroelastic material?","430","True","True","5","2","0.2","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q036","What is the standard approach to model the poroelastic material?","430","True","True","5","2","0.2","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q037","Which three interaction effects are fundamental in liquid-saturated porous solids?","432","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q037","Which three interaction effects are fundamental in liquid-saturated porous solids?","432","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q037","Which three interaction effects are fundamental in liquid-saturated porous solids?","432","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q037","Which three interaction effects are fundamental in liquid-saturated porous solids?","432","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q038","What wave modes does Biot's compressible-constituent theory conventionally predict in fluid-saturated porous media?","436","False","False","","8","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q038","What wave modes does Biot's compressible-constituent theory conventionally predict in fluid-saturated porous media?","436","False","False","","8","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q038","What wave modes does Biot's compressible-constituent theory conventionally predict in fluid-saturated porous media?","436","False","False","","8","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q038","What wave modes does Biot's compressible-constituent theory conventionally predict in fluid-saturated porous media?","436","False","True","","8","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q039","Why does the one-dimensional saturated-medium response resemble viscoelastic behavior?","442","False","False","7","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q039","Why does the one-dimensional saturated-medium response resemble viscoelastic behavior?","442","False","False","7","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q039","Why does the one-dimensional saturated-medium response resemble viscoelastic behavior?","442","False","False","7","7","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q039","Why does the one-dimensional saturated-medium response resemble viscoelastic behavior?","442","True","True","7","7","0.14285714285714285","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","False","False","2","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q040","How many independent dilatational waves remain for sinusoidal loading when both phases are incompressible?","444,445,446,447","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q041","How do the solid and pore liquid respond over time during step-load consolidation?","449,450,451,452","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","False","False","2","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q042","How do solid extra stress and pore pressure evolve during the reported step-load consolidation?","453,454","True","True","2","2","0.5","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q043","What indicates elastic recovery after an impulse load on the saturated porous column?","454,455","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","","","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","","","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","","","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q044","Which assumptions make the exact transient column solution produce one shared dilatational-wave speed?","459","False","False","","","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q045","Why is load-induced effective pressure treated as an additional configuration pressure in one-dimensional consolidation?","464","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q046","Why must a von-Mises-type model be extended for metallic-powder compaction?","469","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q047","Why is positive definiteness of the elastic-plastic response tensor important for boundary-value problems?","472","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q048","When can gas-filled powder compaction be interpreted as deformation of an empty porous solid?","473","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","False","False","9","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","False","True","9","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","False","True","9","2","0.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","development","Q049","What displacement pattern identifies a Rayleigh surface wave at a free boundary?","478","True","True","9","2","0.1111111111111111","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","1","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","3","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","5","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","0","10","test","Q050","What is the main theoretical difficulty that a consistent porous-media formulation must overcome?","483","True","True","1","1","1.0","384","512","143","6.149546","0.440551","0.002901"
"all-minilm","400","50","1","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q001","How are the inverse coefficients 1/H and 1/R interpreted in isotropic soil consolidation?","300","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","False","True","3","1","0.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","True","True","3","1","0.3333333333333333","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","True","True","3","1","0.3333333333333333","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q002","How did Heinrich and Desoyer change their porous-skeleton assumptions between their 1955 and 1956 groundwater-flow models?","310","True","True","3","1","0.3333333333333333","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","test","Q003","Why does the treatment of the unjacketed test in Biot and Willis raise concerns about its constitutive parameters?","308,309","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q004","How are grain-induced forces represented when Heinrich and Desoyer pass from micro-flow to macro-flow?","310","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q005","What physical behavior of soil particles is omitted when water motion is modeled only with Darcy's law?","314","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q006","Why are Derski's solid and fluid velocities easier to validate experimentally than Biot's fluid velocity variable?","318","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","test","Q007","What quantity did Schleicher use to characterize the limit of the elastic range in frictional materials?","324","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q008","Why can the plastic strain tensor fail to represent deformation history?","326,327","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","False","False","10","2","0.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","False","True","10","2","0.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","False","True","10","2","0.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","development","Q009","What limitation of open yield surfaces was the cap model designed to address?","330","True","True","10","2","0.1","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","False","False","2","2","0.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","2","2","0.5","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","5","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","2","2","0.5","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","10","test","Q010","How is constituent incompressibility imposed in Mills's two-fluid mixture formulation?","334","True","True","2","2","0.5","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","1","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
"all-minilm","400","50","3","development","Q011","What classical stress system illustrates the balance of equilibrated force in voided elastic materials?","337","True","True","1","1","1.0","384","512","163","6.936253","0.440551","0.00334"
